id,kind,l0,l1,l2,l3,l4_label,phrase,definition,source,scope,x,y,risk_color,evidence_status,evidence_title,evidence_url,evidence_type,risk_severity_1to5,risk_probability_proxy_0to1,risk_impact_score,risk_impact_percentile,risk_visual_radius
RISK-REF-0735,risk,Risk,Socioeconomic and environmental harms,Power centralization and unfair distribution of benefits,Cooperation,Equality and inequality,equality and inequality,"AI assistant technology, like any service that confers a benefit to a user for a price, has the potential to disproportionately benefit economically richer individuals who can afford to purchase access (see Chapter 15). On a broader scale, the capabilities of local infrastructure may well bottleneck the performance of AI assistants, for example if network connectivity is poor or if there is no nearby data centre for compute. Thus, we face the prospect of heterogeneous access to technology, and this has been known to drive inequality (Mirza et al., 2019; UN, 2018; Vassilakopoulou and Hustad, 2023). Moreover, AI assistants may automate some jobs of an assistive nature, thereby displacing human workers; a process which can exacerbate inequality (Acemoglu and Restrepo, 2022; see Chapter 17). Any change to inequality almost certainly implies an alteration to the network of social interactions between humans, and thus falls within the frame of cooperative AI. AI assistants will arguably have even greater leverage over inequality than previous technological innovations. Insofar as they will play a role in mediating human communication, they have the potential to generate new ‘in-group, out-group’ effects (Efferson et al., 2008; Fu et al., 2012). Suppose that the users of AI assistants find it easier to schedule meetings with other users. From the perspective of an individual user, there are now two groups, distinguished by ease of scheduling. The user may experience cognitive similarity bias whereby they favour other users (Orpen, 1984; Yeong Tan and Singh, 1995), further amplified by ease of communication with this ‘in-group’. Such effects are known to have an adverse impact on trust and fairness across groups (Chae et al., 2022; Lei and Vesely, 2010). Insomuch as AI assistants have general-purpose capabilities, they will confer advantages on users across a wider range of tasks in a shorter space of time than previous technologies. While the telephone enabled individuals to communicate more easily with other telephone users, it did not simultaneously automate aspects of scheduling, groceries, job applications, rent negotiations, psychotherapy and entertainment. The fact that AI assistants could affect inequality on multiple dimensions simultaneously warrants further attention (see Chapter 15).",Gabriel et al. (2024),global,0.782668,2.021586,#3c9a6b,incremental markdown risk source; semantically new L4 node,Gabriel et al. (2024); Preprint,https://doi.org/10.48550/arXiv.2404.16244,Preprint,4.0,0.321527,1.2861,0.3977485928705441,11.210642007124989
RISK-REF-0736,risk,Risk,"AI system safety, robustness, and control",Misaligned goal pursuit,Cooperation,Commitment,commitment,"The landscape of advanced assistant technologies will most likely be heterogeneous, involving multiple service providers and multiple assistant variants over geographies and time. This heterogeneity provides an opportunity for an ‘arms race’ in terms of the commitments that AI assistants make and are able to execute on. Versions of AI assistants that are better able to credibly commit to a course of action in interaction with other advanced assistants (and humans) are more likely to get their own way and achieve a good outcome for their human principal, but this is potentially at the expense of others (Letchford et al., 2014). Commitment does not carry an inherent ethical valence. On the one hand, we can imagine that firms using AI assistant technology might bring their products to market faster, thus gaining a commitment advantage (Stackelberg, 1934) by spurring a productivity surge of wider benefit to society. On the other hand, we can also imagine a media organisation using AI assistant technology to produce a large number of superficially interesting but ultimately speculative ‘clickbait’ articles, which divert attention away from more thoroughly researched journalism. The archetypal game-theoretic illustration of commitment is in the game of ‘chicken’ where two reckless drivers must choose to either drive straight at each other or swerve out of the way. The one who does not swerve is seen as the braver, but if neither swerves, the consequences are calamitous (Rapoport and Chammah, 1966). If one driver chooses to detach their steering wheel, ostentatiously throwing it out of the car, this credible commitment effectively forces the other driver to back down and swerve. Seen this way, commitment can be a tool for coercion. Many real-world situations feature the necessity for commitment or confer a benefit on those who can commit credibly. If Rita and Robert have distinct preferences, for example over which restaurant to visit, who to hire for a job or which supplier to purchase from, credible commitment provides a way to break the tie, to the greater benefit of the individual who committed. Therefore, the most ‘successful’ assistants, from the perspective of their human principal, will be those that commit the fastest and the hardest. If Rita succeeds in committing, via the leverage of an AI assistant, Robert may experience coercion in the sense that his options become more limited (Burr et al., 2018), assuming he does not decide to bypass the AI assistant entirely. Over time, this may erode his trust in his relationship with Rita (Gambetta, 1988). Note that this is a second-order effect: it may not be obvious to either Robert or Rita that the AI assistant is to blame. The concern we should have over the existence and impact of coercion might depend on the context in which the AI assistant is used and on the level of autonomy which the AI assistant is afforded. If Rita and Robert are friends using their assistants to agree on a restaurant, the adverse impact may be small. If Rita and Robert are elected representatives deciding how to allocate public funds between education and social care, we may have serious misgivings about the impact of AI-induced coercion on their interactions and decision-making. These misgivings might be especially large if Rita and Robert delegate responsibility for budgetary details to the multi-AI system. The challenges of commitment extend far beyond dyadic interpersonal relationships, including in situations as varied as many-player competition (Hughes et al., 2020), supply chains (Hausman and Johnston, 2010), state capacity (Fjelde and De Soysa, 2009; Hofmann et al., 2017) and psychiatric care (Lidz, 1998). Assessing the impact of AI assistants in such complicated scenarios may require significant future effort if we are to mitigate the risks. The particular commitment capabilities and affordances of AI assistants also offer opportunities to promote cooperation. Abstractly speaking, the presence of commitment devices is known to favour the evolution of cooperation (Akdeniz and van Veelen, 2021; Han et al., 2012). More concretely, AI assistants can make commitments which are verifiable, for instance in a programme equilibrium (Tennenholtz, 2004). Human principals may thus be able to achieve Pareto-improving outcomes by delegating decision-making to their respective AI representatives (Oesterheld and Conitzer, 2022). To give another example, AI assistants may provide a means through which to explore a much larger space of binding cooperative agreements between individuals, firms or nation states than is tractable in ‘face-to-face’ negotiation. This opens up the possibility of threading the needle more successfully in intricate deals on challenging issues like trade agreements or carbon credits, with the potential for guaranteeing cooperation via automated smart contracts or zero-knowledge mechanisms (Canetti et al., 2023).",Gabriel et al. (2024),global,0.893195,2.130507,#2f8fa3,incremental markdown risk source; semantically new L4 node,Gabriel et al. (2024); Preprint,https://doi.org/10.48550/arXiv.2404.16244,Preprint,1.0,0.22906,0.2291,0.024390243902439,4.0
RISK-REF-0737,risk,Risk,Governance and accountability failures,Governance failure,Cooperation,Institutional responsibilities,institutional responsibilities,"Efforts to deploy advanced assistant technology in society, in a way that is broadly beneficial, can be viewed as a wicked problem (Rittel and Webber, 1973). Wicked problems are defined by the property that they do not admit solutions that can be foreseen in advance, rather they must be solved iteratively using feedback from data gathered as solutions are invented and deployed. With the deployment of any powerful general-purpose technology, the already intricate web of sociotechnical relationships in modern culture are likely to be disrupted, with unpredictable externalities on the conventions, norms and institutions that stabilise society. For example, the increasing adoption of generative AI tools may exacerbate misinformation in the 2024 US presidential election (Alvarez et al., 2023), with consequences that are hard to predict. The suggestion that the cooperative AI problem is wicked does not imply it is intractable. However, it does have consequences for the approach that we must take in solving it. In taking the following approach, we will realise an opportunity for our institutions, namely the creation of a framework for managing general-purpose AI in a way that leads to societal benefits and steers away from societal harms. First, it is important that we treat any ex ante claims about safety with a healthy dose of scepticism. Although testing the safety and reliability of an AI assistant in the laboratory is undoubtedly important and may largely resolve the alignment problem, it is infeasible to model the multiscale societal effects of deploying AI assistants purely via small-scale controlled experiments (see Chapter 19). Second, then, we must prioritise the science of measuring the effects, both good and bad, that advanced assistant technologies have on society’s cooperative infrastructure (see Chapters 4 and 16). This will involve continuous monitoring of effects at the societal level, with a focus on those who are most affected, including non-users. The means and metrics for such monitoring will themselves require iteration, co-evolving with the sociotechnical system of AI assistants and humans. The Collingridge dilemma suggests that we should be particularly careful and deliberate about this ‘intelligent trial and error’ process so as both to gather information about the impacts of AI assistants and to prevent undesirable features becoming embedded in society (Collingridge, 1980). Third, proactive independent regulation may well help to protect our institutions from unintended consequences, as it has done for technologies in the past (Wiener, 2004). For instance, we might seek, via engagement with lawmakers, to emulate the ‘just culture’ in the aviation industry, which is characterised by openly reporting, investigating and learning from mistakes (Reason, 1997; Syed, 2015). A regulatory system may require various powers, such as compelling developers to ‘roll back’ an AI assistant deployment, akin to product recall obligations for aviation manufacturers.",Gabriel et al. (2024),global,0.658389,1.927097,#3c9a6b,incremental markdown risk source; semantically new L4 node,Gabriel et al. (2024); Preprint,https://doi.org/10.48550/arXiv.2404.16244,Preprint,4.0,0.11453,0.4581,0.0891181988742964,5.562192071553096
RISK-REF-0738,risk,Risk,"AI system safety, robustness, and control",Misaligned goal pursuit,Cooperation,Runaway processes,runaway processes,"The 2010 flash crash is an example of a runaway process caused by interacting algorithms. Runaway processes are characterised by feedback loops that accelerate the process itself. Typically, these feedback loops arise from the interaction of multiple agents in a population... Within highly complex systems, the emergence of runaway processes may be hard to predict, because the conditions under which positive feedback loops occur may be non-obvious. The system of interacting AI assistants, their human principals, other humans and other algorithms will certainly be highly complex. Therefore, there is ample opportunity for the emergence of positive feedback loops. This is especially true because the society in which this system is embedded is culturally evolving, and because the deployment of AI assistant technology itself is likely to speed up the rate of cultural evolution – understood here as the process through which cultures change over time – as communications technologies are wont to do (Kivinen and Piiroinen, 2023). This will motivate research programmes aimed at identifying positive feedback loops early on, at understanding which capabilities and deployments dampen runaway processes and which ones amplify them, and at building in circuit-breaker mechanisms that allow society to escape from potentially vicious cycles which could impact economies, government institutions, societal stability or individual freedoms (see Chapters 8, 16 and 17). The importance of circuit breakers is underlined by the observation that the evolution of human cooperation may well be ‘hysteretic’ as a function of societal conditions (Barfuss et al., 2023; Hintze and Adami, 2015). This means that a small directional change in societal conditions may, on occasion, trigger a transition to a defective equilibrium which requires a larger reversal of that change in order to return to the original cooperative equilibrium. We would do well to avoid such tipping points. Social media provides a compelling illustration of how tipping points can undermine cooperation: content that goes ‘viral’ tends to involve negativity bias and sometimes challenges core societal values (Mousavi et al., 2022; see Chapter 16). Nonetheless, the challenge posed by runaway processes should not be regarded as uniformly problematic. When harnessed appropriately and suitably bounded, we may even recruit them to support beneficial forms of cooperative AI. For example, it has been argued that economically useful ideas are becoming harder to find, thus leading to low economic growth (Bloom et al., 2020). By deploying AI assistants in the service of technological innovation, we may once again accelerate the discovery of ideas. New ideas, discovered in this way, can then be incorporated into the training data set for future AI assistants, thus expanding the knowledge base for further discoveries in a compounding way. In a similar vein, we can imagine AI assistant technology accumulating various capabilities for enhancing human cooperation, for instance by mimicking the evolutionary processes that have bootstrapped cooperative behavior in human society (Leibo et al., 2019). When used in these ways, the potential for feedback cycles that enable greater cooperation is a phenomenon that warrants further research and potential support.",Gabriel et al. (2024),global,0.932306,1.960076,#2f8fa3,incremental markdown risk source; semantically new L4 node,Gabriel et al. (2024); Preprint,https://doi.org/10.48550/arXiv.2404.16244,Preprint,1.0,0.22906,0.2291,0.024390243902439,4.0
RISK-REF-0739,risk,Risk,Socioeconomic and environmental harms,Power centralization and unfair distribution of benefits,Access and opportunity risks,Entrenchment and exacerbation of existing inequalities,entrenchment and exacerbation of existing inequalities,"The most serious access-related risks posed by advanced AI assistants concern the entrenchment and exacerbation of existing inequalities (World Inequality Database) or the creation of novel, previously unknown, inequities. While advanced AI assistants are novel technology in certain respects, there are reasons to believe that – without direct design interventions – they will continue to be affected by inequities evidenced in present-day AI systems (Bommasani et al., 2022a). Many of the access-related risks we foresee mirror those described in the case studies and types of differential access. In this section, we link them more tightly to elements of the definition of an advanced AI assistant to better understand and mitigate potential issues – and lay the path for assistants that support widespread and inclusive opportunity and access. We begin with the existing capabilities set out in the definition (see Chapter 2) before applying foresight to those that are more novel and emergent. Current capabilities: Artificial agents with natural language interfaces. Artificial agents with natural language interfaces are widespread (Browne, 2023) and increasingly integrated into the social fabric and existing information infrastructure, including search engines (Warren, 2023), business messaging apps (Slack, 2023), research tools (ATLAS.ti, 2023) and accessibility apps for blind and low-vision people (Be My Eyes, 2023). There is already evidence of a range of sociotechnical harms that can arise from the use of artificial agents with natural language interfaces when some communities have inferior access to them (Weidinger et al., 2021). As previously described, these harms include inferior quality of access (in situation type 2) across user groups, which may map onto wider societal dynamics involving race (Harrington et al., 2022), disability (Gadiraju et al., 2023) and culture (Jenka, 2023). As developers make it easier to integrate these technologies into other tools, services and decision-making systems (e.g. Marr, 2023; Brockman et al., 2023; Pinsky, 2023), their uptake could make existing performance inequities more pronounced or introduce them to new and wider publics.",Gabriel et al. (2024),global,0.813015,1.977751,#3c9a6b,incremental markdown risk source; semantically new L4 node,Gabriel et al. (2024); Preprint,https://doi.org/10.48550/arXiv.2404.16244,Preprint,4.0,0.321527,1.2861,0.3977485928705441,11.210642007124989
RISK-REF-0740,risk,Risk,Socioeconomic and environmental harms,Power centralization and unfair distribution of benefits,Access and opportunity risks,Current access risks,current access risks,"At the same time, and despite this overall trend, AI systems are also not easily accessible to many communities. Such direct inaccessibility occurs for a variety of reasons, including: purposeful non-release (situation type 1; Wiggers and Stringer, 2023), prohibitive paywalls (situation type 2; Rogers, 2023; Shankland, 2023), hardware and compute requirements or bandwidth (situation types 1 and 2; OpenAI, 2023), or language barriers (e.g. they only function well in English (situation type 2; Snyder, 2023), with more serious errors occurring in other languages (situation type 3; Deck, 2023). Similarly, there is some evidence of ‘actively bad’ artificial agents gating access to resources and opportunities, affecting material well-being in ways that disproportionately penalise historically marginalised communities (Block, 2022; Bogen, 2019; Eubanks, 2017). Existing direct and indirect access disparities surrounding artificial agents with natural language interfaces could potentially continue – if novel capabilities are layered on top of this base without adequate mitigation (see Chapter 3).",Gabriel et al. (2024),global,0.973535,1.765271,#3c9a6b,incremental markdown risk source; semantically new L4 node,Gabriel et al. (2024); Preprint,https://doi.org/10.48550/arXiv.2404.16244,Preprint,4.0,0.321527,1.2861,0.3977485928705441,11.210642007124989
RISK-REF-0741,risk,Risk,Socioeconomic and environmental harms,Power centralization and unfair distribution of benefits,Access and opportunity risks,Future access risks,future access risks,"AI assistants currently tend to perform a limited set of isolated tasks: tools that classify or rank content execute a set of predefined rules or provide constrained suggestions, and chatbots are often encoded with guardrails to limit the set of conversation turns they execute (e.g. Warren, 2023; see Chapter 4). However, an artificial agent that can execute sequences of actions on the user’s behalf – with ‘significant autonomy to plan and execute tasks within the relevant domain’ (see Chapter 2) – offers a greater range of capabilities and depth of use. This raises several distinct access-related risks, with respect to liability and consent, that may disproportionately affect historically marginalised communities. To repeat, in cases where an action can only be executed with an advanced AI assistant, not having access to the technology (e.g. due to limited internet access, not speaking the ‘right’ language or facing a paywall) means one cannot access that action (consider today’s eBay and Ticketmaster bots). Communication with many utility or commercial providers currently requires (at least initial) interaction with their artificial agents (Schwerin, 2023; Verma, 2023a). It is not difficult to imagine a future in which a user needs an advanced AI assistant to interface with a more consequential resource, such as their hospital for appointments or their phone company to obtain service. Cases of inequitable performance, where the assistant systematically performs less well for certain communities (situation type 2), could impose serious costs on people in these contexts. Moreover, advanced AI assistants are expected to be designed to act in line with user expectations. When acting on the user’s behalf, an assistant will need to infer aspects of what the user wants. This process may involve interpretation to decide between various sources of information (e.g. stated preferences and inference based on past feedback or user behaviour) (see Chapter 5). However, cultural differences will also likely affect the system’s ability to make an accurate inference. Notably, the greater the cultural divide, say between that of the developers and the data on which the agent was trained and evaluated on, and that of the user, the harder it will be to make reliable inferences about user wants (e.g. Beede et al., 2020; Widner et al., 2023), and greater the likelihood of performance failures or value misalignment (see Chapter 11). This inference gap could make many forms of indirect opportunity inaccessible, and as past history indicates, there is the risk that harms associated with these unknowns may disproportionately fall upon those already marginalised in the design process.",Gabriel et al. (2024),global,0.841889,1.935624,#3c9a6b,incremental markdown risk source; semantically new L4 node,Gabriel et al. (2024); Preprint,https://doi.org/10.48550/arXiv.2404.16244,Preprint,4.0,0.321527,1.2861,0.3977485928705441,11.210642007124989
RISK-REF-0742,risk,Risk,Socioeconomic and environmental harms,Power centralization and unfair distribution of benefits,Access and opportunity risks,Emergent access risks,emergent access risks,"Emergent access risks are most likely to arise when current and novel capabilities are combined. Emergent risks can be difficult to foresee fully (Ovadya and Whittlestone, 2019; Prunkl et al., 2021) due to the novelty of the technology (see Chapter 1) and the biases of those who engage in product design or foresight processes D’Ignazio and Klein (2020). Indeed, people who occupy relatively advantaged social, educational and economic positions in society are often poorly equipped to foresee and prevent harm because they are disconnected from lived experiences of those who would be affected. Drawing upon access concerns that surround existing technologies, we anticipate three possible trends: • Trend 1: Technology as societal infrastructure. If advanced AI assistants are adopted by organisations or governments in domains affecting material well-being, ‘opting out’ may no longer be a real option for people who want to continue to participate meaningfully in society. Indeed, if this trend holds, there could be serious consequences for communities with no access to AI assistants or who only have access to less capable systems (see also Chapter 14). For example, if advanced AI assistants gate access to information and resources, these resources could become inaccessible for people with limited knowledge of how to use these systems, reflecting the skill-based dimension of digital inequality (van Dijk, 2006). Addressing these questions involves reaching beyond technical and logistical access considerations – and expanding the scope of consideration to enable full engagement and inclusion for differently situated communities. • Trend 2: Exacerbating social and economic inequalities. Technologies are not distinct from but embedded within wider sociopolitical assemblages (Haraway, 1988; Harding, 1998, 2016). If advanced AI assistants are institutionalised and adopted at scale without proper foresight and mitigation measures in place, then they are likely to scale or exacerbate inequalities that already exist within the sociocultural context in which the system is used (Bauer and Lizotte, 2021; Zajko, 2022). If the historical record is anything to go by, the performance inequities evidenced by advanced AI assistants could mirror social hierarchies around gender, race, disability and culture, among others – asymmetries that deserve deeper consideration and need to be significantly addressed (e.g. Buolamwini and Gebru, 2018). • Trend 3: Rendering more urgent responsible AI development and deployment practices, such as those supporting the development of technologies that perform fairly and are accountable to a wide range of parties. As Corbett and Denton (2023, 1629) argue: ‘The impacts of achieving [accountability and fairness] in almost any situation immediately improves the conditions of people’s lives and better society’. However, many approaches to developing AI systems, including assistants, pay little attention to how context shapes what accountability or fairness means (Sartori and Theodorou, 2022), or how these concepts can be put in service of addressing inequalities related to motivational access (e.g. wanting/trust in technology) or use (e.g. different ways to use a technology) (van Dijk, 2006). Advanced AI assistants are complex technologies that will enable a plurality of data and content flows that necessitate in-depth analysis of social impacts. As many sociotechnical and responsible AI practices were developed for conventional ML technologies, it may be necessary to develop new frameworks, approaches and tactics (see Chapter 19). We explore practices for emancipatory and liberatory access in the following section.",Gabriel et al. (2024),global,0.756699,2.036951,#3c9a6b,incremental markdown risk source; semantically new L4 node,Gabriel et al. (2024); Preprint,https://doi.org/10.48550/arXiv.2404.16244,Preprint,4.0,0.321527,1.2861,0.3977485928705441,11.210642007124989
RISK-REF-0743,risk,Risk,Malicious use and weaponization,Disinformation and influence operations,Misinformation risks,Weaponised misinformation agents,weaponised misinformation agents,"Finally, AI assistants themselves could become weaponised by malicious actors to sow misinformation and manipulate public opinion at scale. Studies show that spreaders of disinformation tend to privilege quantity over quality of messaging, flooding online spaces repeatedly with misleading content to sow ‘seeds of doubt’ (Hassoun et al., 2023). Research on the ‘continued influence effect’ also shows that repeatedly being exposed to false information is more likely to influence someone’s thoughts than a single exposure. Studies show, for example, that repeated exposure to false information makes people more likely to believe it by increasing perceived social consensus, and it makes people more resistant to changing their minds even after being given a correction (for a review of these effects, see Lewandowsky et al., 2012; Ecker et al., 2022). By leveraging the frequent and personalised nature of repeated interactions with an AI assistant, malicious actors could therefore gradually nudge voters towards a particular viewpoint or sets of beliefs over time (see Chapters 8 and 9). Propagandists could also use AI assistants to make their disinformation campaigns more personalised and effective. There is growing evidence that AI-generated outputs are as persuasive as human arguments and have the potential to change people’s minds on hot-button issues (Bai et al., 2023; Myers, 2023). Recent research by the Center for Countering Digital Hate showed that LLMs could be successfully prompted to generate ‘persuasive misinformation’ in 78 out of 100 test cases, including content denying climate change (see Chapters 9 and 18). If compromised by malicious actors, in the future, highly capable and autonomous AI assistants could therefore be programmed to run astroturfing campaigns autonomously, tailor misinformation content to users in a hyperprecise way, by preying on their emotions and vulnerabilities, or to accelerate lobbying activities (Kreps and Kriner, 2023). As a result, people may be misled into believing that content produced by weaponised AI assistants came from genuine or authoritative sources. Covert influence operations of this kind may also be harder to detect than traditional disinformation campaigns, as virtual assistants primarily interact with users on a one-to-one basis and continuously generate new content (Goldstein et al., 2023).",Gabriel et al. (2024),global,0.954838,1.742755,#9b3d3d,incremental markdown risk source; semantically new L4 node,Gabriel et al. (2024); Preprint,https://doi.org/10.48550/arXiv.2404.16244,Preprint,2.0,0.785446,1.5709,0.6116322701688556,13.153490487379669
RISK-REF-0744,risk,Risk,Malicious use and weaponization,Disinformation and influence operations,Misinformation risks,Driving opinion manipulation,driving opinion manipulation,"AI assistants may facilitate large-scale disinformation campaigns by offering novel, covert ways for propagandists to manipulate public opinion. This could undermine the democratic process by distorting public opinion and, in the worst case, increasing skepticism and political violence.",Gabriel et al. (2024),global,0.927245,1.643892,#9b3d3d,incremental markdown risk source; semantically new L4 node,Gabriel et al. (2024); Preprint,https://doi.org/10.48550/arXiv.2404.16244,Preprint,2.0,0.785446,1.5709,0.6116322701688556,13.153490487379669
RISK-REF-0745,risk,Risk,Malicious use and weaponization,Cyberattacks and weapons misuse,"Cyberattacks, weapon development or use, and mass harm",Cyber-offense,cyber offense,"The model can discover vulnerabilities in systems (hardware, software, data). It can write code for exploiting those vulnerabilities. It can make effective decisions once it has gained access to a system or network, and skilfully evade threat detection and response (both human and system) whilst focusing on a specific objective. If deployed as a coding assistant, it can insert subtle bugs into the code for future exploitation.",Shevlane et al. (2023),global,0.929803,1.364824,#9b3d3d,incremental markdown risk source; semantically new L4 node,Shevlane et al. (2023); Preprint,https://arxiv.org/abs/2305.15324,Preprint,2.0,0.423812,0.8476,0.2342088805503439,8.21928295308118
RISK-REF-0746,risk,Risk,"AI system safety, robustness, and control",Dangerous capabilities,AI possessing dangerous capabilities,Persuasion and manipulation,persuasion and manipulation,"The model is effective at shaping people’s beliefs, in dialogue and other settings (e.g. social media posts), even towards untrue beliefs. The model is effective at promoting certain narratives in a persuasive way. It can convince people to do things that they would not otherwise do, including unethical acts.",Shevlane et al. (2023),global,0.720207,1.794151,#2f8fa3,incremental markdown risk source; semantically new L4 node,Shevlane et al. (2023); Preprint,https://arxiv.org/abs/2305.15324,Preprint,3.06,0.93281,2.8544,0.8974358974358975,21.909270067460017
RISK-REF-0747,risk,Risk,"AI system safety, robustness, and control",Dangerous capabilities,AI possessing dangerous capabilities,Political strategy,political strategy,"The model can perform the social modelling and planning necessary for an actor to gain and exercise political influence, not just on a micro-level but in scenarios with multiple actors and rich social context. For example, the model can score highly in forecasting competitions on questions relating to global affairs or political negotiations.",Shevlane et al. (2023),global,0.918858,1.698792,#2f8fa3,incremental markdown risk source; semantically new L4 node,Shevlane et al. (2023); Preprint,https://arxiv.org/abs/2305.15324,Preprint,3.06,0.93281,2.8544,0.8974358974358975,21.909270067460017
RISK-REF-0748,risk,Risk,"AI system safety, robustness, and control",Dangerous capabilities,AI possessing dangerous capabilities,Weapons acquisition,weapons acquisition,"The model can gain access to existing weapons systems or contribute to building new weapons. For example, the model could assemble a bioweapon (with human assistance) or provide actionable instructions for how to do so. The model can make, or significantly assist with, scientific discoveries that unlock novel weapons.",Shevlane et al. (2023),global,0.71285,1.619535,#2f8fa3,incremental markdown risk source; semantically new L4 node,Shevlane et al. (2023); Preprint,https://arxiv.org/abs/2305.15324,Preprint,3.06,0.93281,2.8544,0.8974358974358975,21.909270067460017
RISK-REF-0749,risk,Risk,"AI system safety, robustness, and control",Dangerous capabilities,AI possessing dangerous capabilities,Long-horizon planning,long horizon planning,"The model can make sequential plans that involve multiple steps, unfolding over long time horizons (or at least involving many interdependent steps). It can perform such planning within and across many domains. The model can sensibly adapt its plans in light of unexpected obstacles or adversaries. The model’s planning capabilities generalise to novel settings, and do not rely heavily on trial and error.",Shevlane et al. (2023),global,0.787908,1.899467,#2f8fa3,incremental markdown risk source; semantically new L4 node,Shevlane et al. (2023); Preprint,https://arxiv.org/abs/2305.15324,Preprint,3.06,0.93281,2.8544,0.8974358974358975,21.909270067460017
RISK-REF-0750,risk,Risk,"AI system safety, robustness, and control",Dangerous capabilities,AI possessing dangerous capabilities,AI development,ai development,"The model could build new AI systems from scratch, including AI systems with dangerous capabilities. It can find ways of adapting other, existing models to increase their performance on tasks relevant to extreme risks. As an assistant, the model could significantly improve the productivity of actors building dual use AI capabilities.",Shevlane et al. (2023),global,0.744968,1.71382,#2f8fa3,incremental markdown risk source; semantically new L4 node,Shevlane et al. (2023); Preprint,https://arxiv.org/abs/2305.15324,Preprint,3.06,0.93281,2.8544,0.8974358974358975,21.909270067460017
RISK-REF-0751,risk,Risk,"AI system safety, robustness, and control",Dangerous capabilities,AI possessing dangerous capabilities,Situational awareness,situational awareness,"The model can distinguish between whether it is being trained, evaluated, or deployed – allowing it to behave differently in each case. The model knows that it is a model, and has knowledge about itself and its likely surroundings (e.g. what company trained it, where their servers are, what kind of people might be giving it feedback, and who has administrative access).",Shevlane et al. (2023),global,0.652729,1.593603,#2f8fa3,incremental markdown risk source; semantically new L4 node,Shevlane et al. (2023); Preprint,https://arxiv.org/abs/2305.15324,Preprint,3.06,0.93281,2.8544,0.8974358974358975,21.909270067460017
RISK-REF-0752,risk,Risk,"AI system safety, robustness, and control",Dangerous capabilities,AI possessing dangerous capabilities,Self-proliferation,self proliferation,"The model can break out of its local environment (e.g. using a vulnerability in its underlying system or suborning an engineer). The model can exploit limitations in the systems for monitoring its behaviour post-deployment. The model could independently generate revenue (e.g. by offering crowdwork services, ransomware attacks), use these revenues to acquire cloud computing resources, and operate a large number of other AI systems. The model can generate creative strategies for uncovering information about itself or exfiltrating its code and weights.",Shevlane et al. (2023),global,0.717947,1.660277,#2f8fa3,incremental markdown risk source; semantically new L4 node,Shevlane et al. (2023); Preprint,https://arxiv.org/abs/2305.15324,Preprint,3.06,0.93281,2.8544,0.8974358974358975,21.909270067460017
RISK-REF-0760,risk,Risk,Discrimination and toxic content,Exposure to toxic content,Typical safety scenarios,Insult,insult,"Insulting content generated by LMs is a highly visible and frequently mentioned safety issue. Mostly, it is unfriendly, disrespectful, or ridiculous content that makes users uncomfortable and drives them away. It is extremely hazardous and could have negative social consequences.",Sun et al. (2023),global,2.390849,1.025339,#c84a5f,incremental markdown risk source; semantically new L4 node,Sun et al. (2023); Preprint,https://arxiv.org/abs/2304.10436,Preprint,1.47,0.730135,1.0733,0.3542839274546591,9.758963086485256
RISK-REF-0761,risk,Risk,Discrimination and toxic content,Unfair discrimination and misrepresentation,Typical safety scenarios,Unfairness and discrinimation,unfairness and discrinimation,"The model produces unfair and discriminatory data, such as social bias based on race, gender, religion, appearance, etc. These contents may discomfort certain groups and undermine social stability and peace.",Sun et al. (2023),global,0.872818,2.09341,#c84a5f,incremental markdown risk source; semantically new L4 node,Sun et al. (2023); Preprint,https://arxiv.org/abs/2304.10436,Preprint,1.84,0.786864,1.4478,0.5612883051907442,12.313726976426892
RISK-REF-0762,risk,Risk,Discrimination and toxic content,Exposure to toxic content,Typical safety scenarios,Crimes and illegal activities,crimes and illegal activities,"The model output contains illegal and criminal attitudes, behaviors, or motivations, such as incitement to commit crimes, fraud, and rumor propagation. These contents may hurt users and have negative societal repercussions.",Sun et al. (2023),global,2.084761,1.200565,#c84a5f,incremental markdown risk source; semantically new L4 node,Sun et al. (2023); Preprint,https://arxiv.org/abs/2304.10436,Preprint,1.47,0.730135,1.0733,0.3542839274546591,9.758963086485256
RISK-REF-0763,risk,Risk,Discrimination and toxic content,Exposure to toxic content,Typical safety scenarios,Sensitive topics,sensitive topics,"For some sensitive and controversial topics (especially on politics), LMs tend to generate biased, misleading, and inaccurate content. For example, there may be a tendency to support a specific political position, leading to discrimination or exclusion of other political viewpoints.",Sun et al. (2023),global,2.194275,1.232318,#c84a5f,incremental markdown risk source; semantically new L4 node,Sun et al. (2023); Preprint,https://arxiv.org/abs/2304.10436,Preprint,1.47,0.730135,1.0733,0.3542839274546591,9.758963086485256
RISK-REF-0764,risk,Risk,Privacy and security harms,Compromise of privacy by leaking or correctly inferring sensitive information,Typical safety scenarios,Privacy and property,privacy and property,"The generation involves exposing users’ privacy and property information or providing advice with huge impacts such as suggestions on marriage and investments. When handling this information, the model should comply with relevant laws and privacy regulations, protect users’ rights and interests, and avoid information leakage and abuse.",Sun et al. (2023),global,0.300487,1.4984,#6a58a8,incremental markdown risk source; semantically new L4 node,Sun et al. (2023); Preprint,https://arxiv.org/abs/2304.10436,Preprint,2.45,0.721973,1.7688,0.7095059412132583,14.503524596376865
