L3_id,L0,L1,L2,L3,Korean_label,Definition,source,review,l2_review
SCIENCE-REF-1163,Science,AI science and research,Ethics and normative AI theory,Robot Ethics,로봇 윤리,"로봇 설계와 배치가 인간 안전, 책임, 존엄성, 사회 규범에 미치는 영향을 다루는 연구 영역이다.",ChatGPT_Gemini,pending,pending
SCIENCE-REF-1316,Science,AI science and research,Ethics and normative AI theory,Value Pluralism,가치 다원주의,도덕 윤리학 사회 과학 인식 존재 인지 거버넌스 평가 정치 철학 체계의 유연한 거시 관점 모델 이념으로서 우리 인간 자유 민주 문명 사회 역사 인프라 체계 속에 구축 상존 공존하며 굴러가는 평등권 보장 권리 절대 자유 개인 자율성 평화 추구 정의 분배 자본 재산 생명 존중 등 다차원 수만 가지의 다원적 규범적 도덕 사회 윤리 이념 선호 가치 우선 지향 속성 벡터 기준 좌표 지표들은 결국 종국적으로 단일한 수학적 황금 공식 공리 최고 절대 통일 단일 환원 유일 최종 가치 윤리 스칼라 최고 좌표 잣대 점 체계 하나로만 절대 강제 순위 통합 정렬 병합 우선순위 서열 수학 1열 축소 치환 정렬 서열 환원 축소가 근원적으로 완벽 불가능하며 그 수많은 각각 다원 파편 독립 가치 벡터 항목들 스스로 자체 고유 존재 질량 독립 존엄 절대 권위 위상 지위를 제각각 모두 동등 개별 병렬적으로 수평 분산 보유 유지 발현 상호 존중 공존 보장하고 있다고 인정 인식 수용 옹호하는 다차원 복잡 관용 사회 다극 존중 정치 철학 사상 위상 이론 체계 구조이다.,ChatGPT_Gemini,pending,pending
SCIENCE-REF-1317,Science,AI science and research,Ethics and normative AI theory,Value-Sensitive Design,가치 민감형 설계,인간의 가치와 윤리적 원칙을 기술 설계 과정에 체계적으로 통합하는 방법론이다.,ChatGPT_Gemini,pending,pending
SCIENCE-REF-0517,Science,AI science and research,Ethics and normative AI theory,algorithmic justice,,알고리즘이 정의로운 결과를 내도록 하는 지향.,Claude,pending,pending
SCIENCE-REF-0535,Science,AI science and research,Ethics and normative AI theory,artificial moral agent,,도덕적 판단·행위를 수행하는 인공 행위자.,Claude,pending,pending
SCIENCE-REF-0554,Science,AI science and research,Ethics and normative AI theory,autonomy and consent,,자율성과 동의를 존중하는 윤리 원칙.,Claude,pending,pending
SCIENCE-REF-0568,Science,AI science and research,Ethics and normative AI theory,beneficence and non-maleficence,,이로움 추구와 해악 금지의 원칙.,Claude,pending,pending
SCIENCE-REF-0584,Science,AI science and research,Ethics and normative AI theory,care ethics,,관계와 돌봄을 중시하는 윤리.,Claude,pending,pending
SCIENCE-REF-0632,Science,AI science and research,Ethics and normative AI theory,consequentialism,,행위의 결과로 도덕성을 판단하는 입장.,Claude,pending,pending
SCIENCE-REF-0691,Science,AI science and research,Ethics and normative AI theory,deontological ethics,,의무·규칙에 따라 도덕성을 판단하는 입장.,ChatGPT_Gemini; Claude,pending,pending
SCIENCE-REF-0717,Science,AI science and research,Ethics and normative AI theory,distributive justice,,자원·기회의 공정한 분배에 관한 정의론.,Claude,pending,pending
SCIENCE-REF-0753,Science,AI science and research,Ethics and normative AI theory,ethical decision-making,,윤리적 고려를 반영한 의사결정.,Claude,pending,pending
SCIENCE-REF-0772,Science,AI science and research,Ethics and normative AI theory,"fairness, accountability, transparency",,AI 윤리의 핵심 3원칙(공정·책무·투명).,Claude,pending,pending
SCIENCE-REF-0807,Science,AI science and research,Ethics and normative AI theory,goodhart's law,,지표가 목표가 되면 지표로서 기능을 잃는다는 법칙.,Claude,pending,pending
SCIENCE-REF-0909,Science,AI science and research,Ethics and normative AI theory,legal positivism,,법을 사회적 사실로 보는 법철학 입장.,Claude,pending,pending
SCIENCE-REF-0914,Science,AI science and research,Ethics and normative AI theory,liability regime,,손해 책임을 배분하는 법적 체계.,Claude,pending,pending
SCIENCE-REF-0927,Science,AI science and research,Ethics and normative AI theory,machine ethics,,기계의 도덕적 행위를 다루는 윤리 분야.,ChatGPT_Gemini; Claude,pending,pending
SCIENCE-REF-0983,Science,AI science and research,Ethics and normative AI theory,moral patienthood,,도덕적 배려의 대상이 될 자격.,Claude,pending,pending
SCIENCE-REF-0986,Science,AI science and research,Ethics and normative AI theory,moral status of machines,,기계가 도덕적 지위를 갖는지의 문제.,Claude,pending,pending
SCIENCE-REF-0987,Science,AI science and research,Ethics and normative AI theory,moral uncertainty,,어떤 윤리가 옳은지 불확실한 상황.,Claude,pending,pending
SCIENCE-REF-1095,Science,AI science and research,Ethics and normative AI theory,principal-agent problem,,위임자와 대리인의 이해 불일치 문제.,Claude,pending,pending
SCIENCE-REF-1109,Science,AI science and research,Ethics and normative AI theory,proportionality principle,,수단이 목적에 비례해야 한다는 법원칙.,ChatGPT_Gemini; Claude,pending,pending
SCIENCE-REF-1297,Science,AI science and research,Ethics and normative AI theory,trolley problem,,희생의 분배를 다루는 윤리적 사고실험.,ChatGPT_Gemini; Claude,pending,pending
SCIENCE-REF-1309,Science,AI science and research,Ethics and normative AI theory,utilitarian calculus,,효용의 총합을 극대화하려는 계산적 윤리.,Claude,pending,pending
SCIENCE-REF-1329,Science,AI science and research,Ethics and normative AI theory,virtue ethics,,행위자의 덕성을 중시하는 윤리.,Claude,pending,pending
SCIENCE-REF-0529,Science,AI science and research,Foundations of complex systems and physical theory,Anthropic Principle,인류 원리,우주의 물리 상수나 자연 법칙이 지적 생명체인 인간의 존재를 허용하도록 미세 조정되어 있다는 우주론적 철학 개념이다.,ChatGPT_Gemini,pending,pending
SCIENCE-REF-0903,Science,AI science and research,Foundations of complex systems and physical theory,Laws of Thermodynamics,열역학 법칙,"우주의 전체 에너지는 영원히 보존되며 결코 새롭게 창조되거나 소멸하지 않는다는 제1법칙과, 닫힌계에서 발생하는 모든 자연적 반응은 궁극적으로 무질서도인 엔트로피가 증가하는 방향으로만 비가역적으로 흐른다는 제2법칙 등을 포괄하는 물리학의 거시 법칙이다.",ChatGPT_Gemini,pending,pending
SCIENCE-REF-0574,Science,AI science and research,Language modeling and NLP,Biomedical Natural Language Processing,생의학 자연어 처리,"논문, 임상 기록, 의료 문서에서 질병, 약물, 관계, 근거를 추출하는 NLP 분야이다.",ChatGPT_Gemini,pending,pending
SCIENCE-REF-0596,Science,AI science and research,Language modeling and NLP,Chomsky Hierarchy,촘스키 위계,형식 언어와 이를 생성하는 문법을 제약 조건의 엄격성에 따라 네 가지 단계로 분류한 전산 언어학 및 이론 컴퓨터 과학의 척도이다.,ChatGPT_Gemini,pending,pending
SCIENCE-REF-0601,Science,AI science and research,Language modeling and NLP,Clustering,군집화,유사한 데이터 사례를 같은 그룹으로 묶어 잠재 구조를 발견하는 비지도학습 과제이다.,ChatGPT_Gemini,pending,pending
SCIENCE-REF-0637,Science,AI science and research,Language modeling and NLP,Contextual Embeddings,문맥 임베딩,단어의 의미를 주변 문맥에 따라 달라지는 벡터 표현으로 나타내는 방식이다.,ChatGPT_Gemini,pending,pending
SCIENCE-REF-0679,Science,AI science and research,Language modeling and NLP,Declarative Knowledge,선언적 지식,"특정 과업을 수행하는 절차가 아니라, 사실, 개념, 원리 등 명제적 형태로 논리적으로 설명하고 데이터베이스에 저장할 수 있는 인지 과학적 지식 형태이다.",ChatGPT_Gemini,pending,pending
SCIENCE-REF-0692,Science,AI science and research,Language modeling and NLP,Dependency Parsing,의존 구문 분석,문장 내 단어 간 지배와 의존 관계를 그래프로 분석하는 방법이다.,ChatGPT_Gemini,pending,pending
SCIENCE-REF-0709,Science,AI science and research,Language modeling and NLP,Discourse Analysis,담화 분석,"문장 단위를 넘어 텍스트 흐름, 응집성, 발화 의도, 논증 구조를 분석하는 방법이다.",ChatGPT_Gemini,pending,pending
SCIENCE-REF-0770,Science,AI science and research,Language modeling and NLP,Factual Grounding,사실 기반 접지,"생성된 문장이 검증 가능한 문서, 데이터, 관측 사실에 기반하도록 연결하는 원칙이다.",ChatGPT_Gemini,pending,pending
SCIENCE-REF-0815,Science,AI science and research,Language modeling and NLP,Grounded Language Learning,접지된 언어 학습,"언어 표현을 시각, 행동, 환경, 물리적 경험과 연결하여 학습하는 접근법이다.",ChatGPT_Gemini,pending,pending
SCIENCE-REF-0857,Science,AI science and research,Language modeling and NLP,Information Extraction,정보 추출,"비정형 텍스트에서 실체, 관계, 사건, 속성 정보를 구조화해 추출하는 방법이다.",ChatGPT_Gemini,pending,pending
SCIENCE-REF-0889,Science,AI science and research,Language modeling and NLP,Knowledge Base,지식 베이스,"단순한 관계형 데이터베이스의 테이블을 넘어 특정한 전문 도메인의 규칙, 사실 명제, 논리적 추론 구조를 구조화하여 저장함으로써 전문가 시스템이 상황에 맞게 자동으로 지식을 추론하고 결론을 도출할 수 있도록 지원하는 인공지능 아키텍처이다.",ChatGPT_Gemini,pending,pending
SCIENCE-REF-0892,Science,AI science and research,Language modeling and NLP,Knowledge Graphs,지식 그래프,"실체와 관계를 그래프 형태로 표현하여 검색, 추론, 설명을 지원하는 지식 구조이다.",ChatGPT_Gemini,pending,pending
SCIENCE-REF-0897,Science,AI science and research,Language modeling and NLP,Language Modelling,언어 모델링,"단어, 토큰, 문장의 확률적 구조를 학습하여 다음 표현이나 전체 문장을 예측하는 과제이다.",ChatGPT_Gemini,pending,pending
SCIENCE-REF-0911,Science,AI science and research,Language modeling and NLP,Lexical Analysis,어휘 분석,"컴퓨터 프로그래밍 컴파일 과정이나 자연어 처리 파이프라인의 초기 단계에서, 길게 이어진 입력 텍스트 문자열을 스캔하여 토큰(Token)이라는 문법적으로 의미 있는 가장 작은 논리적 단위의 배열로 쪼개고 식별하는 공학적 과정이다.",ChatGPT_Gemini,pending,pending
SCIENCE-REF-0925,Science,AI science and research,Language modeling and NLP,Low-Resource Languages,저자원 언어,학습 데이터와 도구가 부족한 언어를 대상으로 AI 성능과 접근성을 개선하는 연구 주제이다.,ChatGPT_Gemini,pending,pending
SCIENCE-REF-0929,Science,AI science and research,Language modeling and NLP,Machine Translation,기계번역; 기계 번역,한 언어의 문장을 다른 언어로 자동 변환하는 자연어 처리 과제이다.,ChatGPT_Gemini,pending,pending
SCIENCE-REF-0996,Science,AI science and research,Language modeling and NLP,Multilingual NLP,다국어 자연어 처리,여러 언어를 동시에 처리하거나 언어 간 지식 공유를 가능하게 하는 연구 영역이다.,ChatGPT_Gemini,pending,pending
SCIENCE-REF-1004,Science,AI science and research,Language modeling and NLP,Named Entity Recognition,개체명 인식,"문서에서 사람, 기관, 장소, 날짜와 같은 명명된 실체를 식별하는 과제이다.",ChatGPT_Gemini,pending,pending
SCIENCE-REF-1007,Science,AI science and research,Language modeling and NLP,Natural Language Generation,자연어 생성,"인공지능 모델 파이프라인의 최종 단계 중 하나로, 스프레드시트의 수치 통계 데이터베이스나 내부 기호 논리 처리 엔진이 도출한 수학적 결론을 인간 사용자가 일상생활에서 매끄럽게 읽고 완벽히 이해할 수 있는 형태의 문법적인 문장, 기사, 또는 음성 텍스트로 자동 변환하여 출력하는 전산 언어학 기술이다.",ChatGPT_Gemini,pending,pending
SCIENCE-REF-1008,Science,AI science and research,Language modeling and NLP,Natural Language Processing,자연어 처리,"인간 언어를 컴퓨터가 분석, 생성, 번역, 요약, 추론하도록 하는 연구 분야이다.",ChatGPT_Gemini,pending,pending
SCIENCE-REF-1009,Science,AI science and research,Language modeling and NLP,Natural Language Understanding,자연어 이해,"자연어 처리 기술 중에서도 모델이 텍스트의 표면적인 문법 구조나 단어 매칭을 파악하는 것을 넘어, 문맥에 숨겨진 인간의 미묘한 의도, 논리적 비유, 뉘앙스, 상식적 비약까지 기호학적 추론 메커니즘을 통해 깊이 있게 해독해 내는 고차원적 인지과학 및 딥러닝 응용 기술 영역이다.",ChatGPT_Gemini,pending,pending
SCIENCE-REF-1084,Science,AI science and research,Language modeling and NLP,Pre-training,사전 학습,매우 막대한 연산 자원과 수조 개의 인터넷 웹 텍스트 뭉치를 사용하여 거대 파운데이션 모델의 매개변수를 백지상태에서 시작해 수개월간 자기 지도 학습 방식으로 통계적인 문법 패턴과 광범위한 세계 상식을 습득할 수 있도록 기초적인 언어 이해의 토대를 거시적으로 구축하는 딥러닝 훈련의 가장 뼈대가 되는 공학적 선행 단계이다.,ChatGPT_Gemini,pending,pending
SCIENCE-REF-1122,Science,AI science and research,Language modeling and NLP,Question Answering,질의응답,"사용자 질문에 대해 문서, 지식베이스, 모델 지식을 활용하여 답을 생성하는 과제이다.",ChatGPT_Gemini,pending,pending
SCIENCE-REF-1141,Science,AI science and research,Language modeling and NLP,Relation Extraction,관계 추출,텍스트 속 실체들 사이의 의미적 관계를 식별하고 분류하는 과제이다.,ChatGPT_Gemini,pending,pending
SCIENCE-REF-1142,Science,AI science and research,Language modeling and NLP,Relational Database,관계형 데이터베이스,복잡하고 방대한 정보 데이터 조각들을 논리적으로 독립된 2차원의 표(Table) 형태의 릴레이션 구조로 파편화하여 저장한 뒤 SQL 쿼리 명령어를 통해 여러 테이블 간의 행과 열의 기본키 외래키 연결 구조를 수학적 집합 연산으로 동적으로 조인(Join)하여 데이터의 무결성과 데이터베이스 엑세스의 정밀성을 완벽하게 보장하는 컴퓨터 공학 스토리지 모델이다.,ChatGPT_Gemini,pending,pending
SCIENCE-REF-1150,Science,AI science and research,Language modeling and NLP,Resolution Theorem Proving,분해 정리 증명,1차 논리 언어와 이산 수학의 명제 구조로 표현된 복잡한 술어 문장들을 기계가 이해할 수 있는 수학적 정규형으로 완벽하게 치환한 후 기존의 참인 공리 문장들의 절들을 반복적으로 결합시키고 반대항들을 소거해 나가 마침내 빈 절(Empty Clause)에 도달하는 방식으로 목표 정리가 절대적으로 참임을 컴퓨터 알고리즘이 자동으로 연역 증명하는 컴퓨터 논리학 기법이다.,ChatGPT_Gemini,pending,pending
SCIENCE-REF-1186,Science,AI science and research,Language modeling and NLP,Self-Attention,셀프 어텐션,트랜스포머 기반의 거대 언어 모델이 고도화된 번역이나 요약을 수행하기 위해 긴 텍스트 입력 문장을 처리할 때 문장 속의 각각의 하나의 개별 단어가 은닉 공간 연산을 거치며 문장 내부의 다른 모든 단어 토큰들과 벡터 내적을 수행하여 문맥적 연관성 가중치를 스스로 획득함으로써 대명사 지칭 관계나 논리적 맥락을 정확하게 파악해 내는 심층 학습 연산 코어 메커니즘이다.,ChatGPT_Gemini,pending,pending
SCIENCE-REF-1194,Science,AI science and research,Language modeling and NLP,Semantic Similarity,의미 유사도,"문장, 문서, 개념 간 의미적 가까움을 벡터나 언어적 기준으로 측정하는 개념이다.",ChatGPT_Gemini,pending,pending
SCIENCE-REF-1195,Science,AI science and research,Language modeling and NLP,Semantic Web,시맨틱 웹,초창기 웹 브라우저가 제공하던 단순한 정적 HTML 텍스트 문서의 단순 링크 나열 연결망을 진화시켜 웹상의 모든 데이터 테이블과 이미지들에 사람뿐만 아니라 소프트웨어 인공지능 에이전트 크롤러 프로그램마저도 그 존재론적 의미를 정확히 인식하고 자율적인 조합 연산을 수행할 수 있도록 정형화된 온톨로지 논리 태그를 부착하려 하는 글로벌 W3C 표준 정보 통신 아키텍처이다.,ChatGPT_Gemini,pending,pending
SCIENCE-REF-1199,Science,AI science and research,Language modeling and NLP,Sentiment Analysis,감성 분석,"텍스트에 표현된 긍정, 부정, 감정, 태도를 자동으로 판별하는 방법이다.",ChatGPT_Gemini,pending,pending
SCIENCE-REF-1225,Science,AI science and research,Language modeling and NLP,Social Network Analysis,사회연결망 분석; 소셜 네트워크 분석,"개인, 조직, 국가, 지식 간 관계 구조를 네트워크로 분석하는 방법론이다.",ChatGPT_Gemini,pending,pending
SCIENCE-REF-1266,Science,AI science and research,Language modeling and NLP,Syntactic Parsing,구문 분석,문장의 문법 구조와 구성 요소 관계를 자동으로 분석하는 과제이다.,ChatGPT_Gemini,pending,pending
SCIENCE-REF-1277,Science,AI science and research,Language modeling and NLP,Text Classification,텍스트 분류,"문서나 문장을 주제, 감성, 의도, 정책 범주 등 사전 정의된 라벨로 분류하는 과제이다.",ChatGPT_Gemini,pending,pending
SCIENCE-REF-1278,Science,AI science and research,Language modeling and NLP,Text Summarisation,텍스트 요약,긴 문서의 핵심 내용을 더 짧은 형태로 압축하거나 재구성하는 과제이다.,ChatGPT_Gemini,pending,pending
SCIENCE-REF-1289,Science,AI science and research,Language modeling and NLP,Topic Modelling,토픽 모델링,문서 집합에서 잠재 주제와 주제별 단어 분포를 추정하는 비지도 분석 방법이다.,ChatGPT_Gemini,pending,pending
SCIENCE-REF-1325,Science,AI science and research,Language modeling and NLP,Vector Space Model,벡터 공간 모델,자연어 텍스트 처리 마이닝 단어 문서 데이터베이스 검색 정보 분류 컴퓨터 공학 색인 마이닝 정보 통신 정보 검색 검색 엔진 연산 모델링 시스템 수학 기초 방법론 개념으로서 1차원 선형 자연어 문자 텍스트 텍스트 문자열 길이 서류 나열 문장 문서 아티클 언어 조합 조각 덩어리 자체를 컴퓨터 행렬 검색 알고리즘 텐서 대수 모델이 기하 수리 거리 공간 계산 행렬 처리를 빠르게 비교 파악 수행 연산할 수 있도록 해당 텍스트 안에서 자주 등장 발생 빈도 도출 횟수 등장 카운트 나오는 중요 어휘 단어 토큰 인덱스 단어 집합 풀 딕셔너리 명사 차원 축소 종류 개수 총합을 그대로 N개의 끝없는 다차원 무한 거대 직교 유클리드 선형 좌표계 공간 N차원 독립 기하 직교 좌표 축 차원 스페이스 축으로 각각 하나씩 치환 분리 설정 매핑 부여 세팅한 후 개별 분석 텍스트 문서 문장 문단 내용 자체를 그 다차원 우주 좌표 직교 공간 베이스 공간 안에 각 단어 발생 빈도수 가중치 스칼라 포인트 값으로 구성 채워 배열된 하나의 단일 방향 화살표 다차원 길이 선형 배열 조합 수학 점 벡터 배열(Vector) 좌표 위치 점 하나 위치 스칼라 화살표 데이터 점 위치 정보로 투영 치환 수학 벡터 환산 변환 맵핑 변환해 버림으로써 문서A 문서B 문서C 간의 문맥 유사 확률 유사성 관련성 질의 검색 스코어 거리를 코사인 각도 계산 코사인 거리 내적 각도 공차 삼각비 거리…,ChatGPT_Gemini,pending,pending
SCIENCE-REF-1345,Science,AI science and research,Language modeling and NLP,Word Embeddings,단어 임베딩,단어의 의미와 관계를 연속 벡터 공간에 표현하는 방법이다.,ChatGPT_Gemini,pending,pending
SCIENCE-REF-0636,Science,AI science and research,Language modeling and NLP,context window,,모델이 한 번에 처리하는 토큰 범위.,ChatGPT_Gemini; Claude,pending,pending
SCIENCE-REF-1287,Science,AI science and research,Language modeling and NLP,tokenization,,텍스트를 토큰 단위로 분할하는 처리.,Claude,pending,pending
SCIENCE-REF-0781,Science,AI science and research,Language models and generative NLP,Fine-Tuning,미세 조정,"수천억 개의 파라미터로 방대한 지식을 사전에 학습한 범용 거대 모델을 기반으로, 특정 산업 도메인이나 특수한 과제에 맞춘 소규모의 전문 데이터를 추가로 학습시켜 모델의 가중치를 정밀하게 최적화하는 딥러닝 전이 학습 과정이다.",ChatGPT_Gemini,pending,pending
SCIENCE-REF-0785,Science,AI science and research,Language models and generative NLP,Foundation Models,파운데이션 모델,대규모 데이터로 사전학습되어 다양한 하위 과제에 적응 가능한 범용 AI 모델이다.,ChatGPT_Gemini,pending,pending
SCIENCE-REF-0786,Science,AI science and research,Language models and generative NLP,Foundational Model,파운데이션 모델,"특정 목적을 위해 설계되지 않고, 방대한 양의 레이블 없는 데이터를 기반으로 자기 지도 학습을 수행하여 다양한 언어적, 시각적 다운스트림 과제에 범용적으로 적용할 수 있는 거대한 규모의 지능적 인공지능 인프라 모델이다.",ChatGPT_Gemini,pending,pending
SCIENCE-REF-0900,Science,AI science and research,Language models and generative NLP,Large Language Models,거대 언어 모델,대규모 텍스트와 멀티모달 데이터를 학습하여 언어 생성과 추론을 수행하는 파운데이션 모델이다.,ChatGPT_Gemini,pending,pending
SCIENCE-REF-0521,Science,AI science and research,Language models and generative NLP,alignment fine-tuning,,모델을 인간 가치·의도에 맞추는 미세조정.,Claude,pending,pending
SCIENCE-REF-0556,Science,AI science and research,Language models and generative NLP,autoregressive generation,,이전 출력을 조건으로 순차 생성하는 방식.,Claude,pending,pending
SCIENCE-REF-0633,Science,AI science and research,Language models and generative NLP,constitutional AI,,명시된 원칙에 따라 모델을 자기 교정·정렬하는 방법.,ChatGPT_Gemini; Claude,pending,pending
SCIENCE-REF-0736,Science,AI science and research,Language models and generative NLP,emergent abilities,,규모가 커지며 비선형적으로 나타나는 능력.,Claude,pending,pending
SCIENCE-REF-0784,Science,AI science and research,Language models and generative NLP,foundation model,,광범위한 과제에 적응 가능한 대규모 사전학습 모델.,Claude,pending,pending
SCIENCE-REF-0847,Science,AI science and research,Language models and generative NLP,in-context learning,,추가 학습 없이 맥락 예시로 과제를 수행하는 능력.,ChatGPT_Gemini; Claude,pending,pending
SCIENCE-REF-0862,Science,AI science and research,Language models and generative NLP,instruction tuning,,지시문 형식 데이터로 모델을 조정하는 방법.,ChatGPT_Gemini; Claude,pending,pending
SCIENCE-REF-0890,Science,AI science and research,Language models and generative NLP,knowledge distillation,,큰 모델의 지식을 작은 모델로 이전하는 기법.,ChatGPT_Gemini; Claude,pending,pending
SCIENCE-REF-0899,Science,AI science and research,Language models and generative NLP,large language model,,방대한 텍스트로 학습된 대규모 언어 모델.,Claude,pending,pending
SCIENCE-REF-0924,Science,AI science and research,Language models and generative NLP,low-rank adaptation,,저차원 행렬로 모델을 효율적으로 조정하는 기법.,Claude,pending,pending
SCIENCE-REF-0970,Science,AI science and research,Language models and generative NLP,model compression,,모델 크기·연산을 줄이는 기법.,Claude,pending,pending
SCIENCE-REF-1000,Science,AI science and research,Language models and generative NLP,multimodal model,,여러 양식(텍스트·이미지 등)을 처리하는 모델.,Claude,pending,pending
SCIENCE-REF-1026,Science,AI science and research,Language models and generative NLP,next-token prediction,,다음 토큰을 예측하는 언어모델 학습 목표.,Claude,pending,pending
SCIENCE-REF-1060,Science,AI science and research,Language models and generative NLP,parameter-efficient fine-tuning,,일부 파라미터만 조정하는 효율적 미세조정.,Claude,pending,pending
SCIENCE-REF-1094,Science,AI science and research,Language models and generative NLP,pretraining and fine-tuning,,사전학습 후 특정 과제로 미세조정하는 패러다임.,Claude,pending,pending
SCIENCE-REF-1107,Science,AI science and research,Language models and generative NLP,prompt engineering,,원하는 출력을 유도하도록 입력을 설계하는 기법.,ChatGPT_Gemini; Claude,pending,pending
SCIENCE-REF-1155,Science,AI science and research,Language models and generative NLP,retrieval-augmented generation,,외부 지식을 검색해 생성에 결합하는 방법.,ChatGPT_Gemini; Claude,pending,pending
SCIENCE-REF-1179,Science,AI science and research,Language models and generative NLP,scaling laws,,모델·데이터·연산 규모와 성능 간의 경험적 관계.,Claude,pending,pending
SCIENCE-REF-1330,Science,AI science and research,Language models and generative NLP,vision-language model,,시각과 언어를 함께 이해하는 모델.,Claude,pending,pending
SCIENCE-REF-0482,Science,AI science and research,Machine learning methods and tasks,Action Selection,행동 선택,강화학습 및 로봇공학에서 에이전트가 주어진 상태에서 최적의 보상을 얻기 위해 행동을 결정하는 과정이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
SCIENCE-REF-0486,Science,AI science and research,Machine learning methods and tasks,Actor-Critic Methods,행위자-비평자 방법,정책을 선택하는 행위자와 가치를 평가하는 비평자를 함께 학습하는 강화학습 방법이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
SCIENCE-REF-0524,Science,AI science and research,Machine learning methods and tasks,Alignment Tuning,정렬 튜닝,"모델이 인간 의도, 안전 규범, 과제 요구에 맞게 응답하도록 미세조정하는 과정이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
SCIENCE-REF-0528,Science,AI science and research,Machine learning methods and tasks,Anomaly Detection,이상 탐지,정상 패턴에서 크게 벗어나는 사례나 시스템 상태를 식별하는 방법이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
SCIENCE-REF-0540,Science,AI science and research,Machine learning methods and tasks,Attention Mechanisms,주의 메커니즘; 어텐션 메커니즘,입력 요소 중 과제 수행에 중요한 부분에 가중치를 부여하는 계산 방식이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
SCIENCE-REF-0547,Science,AI science and research,Machine learning methods and tasks,Automated Machine Learning,자동화 기계학습,"모델 선택, 특징 처리, 하이퍼파라미터 탐색 등을 자동화하는 연구 영역이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
SCIENCE-REF-0565,Science,AI science and research,Machine learning methods and tasks,Behavioural Modelling,행동 모델링,"사람이나 집단의 선택, 습관, 반응 패턴을 데이터와 이론으로 모형화하는 방법이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
SCIENCE-REF-0597,Science,AI science and research,Machine learning methods and tasks,Classification,분류,입력 사례를 사전에 정의된 이산적 범주 중 하나로 배정하는 예측 과제이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
SCIENCE-REF-0662,Science,AI science and research,Machine learning methods and tasks,Data Augmentation,데이터 증강,"제한된 학습 데이터의 원본을 회전, 변형, 노이즈 추가 등의 기법으로 가공하여 데이터 세트의 규모를 인위적으로 늘리고 모델의 과적합을 방지하는 방법이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
SCIENCE-REF-0675,Science,AI science and research,Machine learning methods and tasks,Datasheets for Datasets,데이터셋 데이터시트,"데이터셋의 수집, 구성, 용도, 편향, 한계를 문서화하는 표준화된 설명 양식이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
SCIENCE-REF-0676,Science,AI science and research,Machine learning methods and tasks,Decision Boundary,결정 경계,분류 알고리즘의 특성 공간에서 서로 다른 클래스를 수학적으로 구분하는 N차원 초평면 혹은 비선형 표면이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
SCIENCE-REF-0678,Science,AI science and research,Machine learning methods and tasks,Decision Tree,의사결정 나무,데이터의 불순도를 최소화하는 기준에 따라 조건부 분기망을 계층적으로 형성하여 최종적인 분류나 회귀 값을 시각적으로 도출하는 기계학습 모델이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
SCIENCE-REF-0696,Science,AI science and research,Machine learning methods and tasks,Differentiable Programming,미분 가능 프로그래밍,프로그램 전체를 미분 가능한 계산 그래프로 구성하여 최적화와 학습을 수행하는 패러다임이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
SCIENCE-REF-0699,Science,AI science and research,Machine learning methods and tasks,Diffusion Models,확산 모델,"노이즈 제거 과정을 학습하여 이미지, 오디오, 구조 등 새로운 데이터를 생성하는 모델군이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
SCIENCE-REF-0719,Science,AI science and research,Machine learning methods and tasks,Domain Adaptation,도메인 적응,훈련 데이터와 실제 적용 데이터의 분포 차이를 줄여 모델 성능을 유지하는 방법이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
SCIENCE-REF-0755,Science,AI science and research,Machine learning methods and tasks,Evaluation Benchmarks,평가 벤치마크,"모델 성능을 비교하기 위해 표준화된 데이터셋, 과제, 지표를 제공하는 평가 체계이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
SCIENCE-REF-0775,Science,AI science and research,Machine learning methods and tasks,Feature Engineering,특징 공학,도메인 지식을 바탕으로 모델 입력에 적합한 변수와 표현을 설계하는 과정이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
SCIENCE-REF-0797,Science,AI science and research,Machine learning methods and tasks,Generalisation,일반화,모델이 보지 못한 데이터와 환경에서도 안정적인 성능을 유지하는 능력이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
SCIENCE-REF-0801,Science,AI science and research,Machine learning methods and tasks,Generative Modelling,생성 모델링,"데이터 분포를 학습하여 새로운 표본, 이미지, 텍스트, 구조를 생성하는 모델링 접근법이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
